atclNm,flrInfo,rentPrc,spc1,spc2,lat,lng,atclFetrDesc,toilet,station,parking
OR,5,35,87,18,37.599725,126.948432,풀옵션,1,0,0
OR,B1,40,30,17,37.574651,127.029689,"['10년이내', '융자금없는', '역세권']",0,1,0
OR,B1,40,30,17,37.572407,127.027301,"['10년이내', '융자금없는', '역세권']",0,1,0
OR,1,30,22,20,37.577244,127.066534,"['25년이상', '융자금없는', '1층', '소형평수']",1,0,0
OR,B1,35,16,16.53,37.59105,127.05945,"['25년이상', '융자금없는', '역세권']",0,1,0
OR,3,40,22,20,37.579388,127.075809,"['15년이내', '융자금없는', '소형평수', '방한개']",1,0,0
DDDGG,B1,40,62,28,37.57891,127.058929,"['25년이상', '융자금없는', '소형평수', '방두개']",1,0,0
OR,B1,40,20,20,37.596922,127.056232,"['25년이내', '세대분리', '화장실한개']",0,1,0
DDDGG,3,30,90,17,37.598793,127.054414,"['25년이상', '융자금적은', '화장실한개', '방한개']",0,1,0
DDDGG,B1,35,40,38,37.616865,126.921175,연신내역2분  깨끗한 투룸  즉시입주가능,0,1,1
OR,4,40,13,13,37.618485,126.917681,"즉시입주,입주협의가능,엘베O,가격굿,연신내 풀옵션원룸",0,1,0
OR,B1,35,16,14,37.622913,126.918136,"신축급 18년식 원룸 지층, 3호선6호선 연신내역 도보8분",1,0,0
OR,2,35,17,15,37.619722,126.92369,3호선 연신내역 인근 풀옵션 원룸,0,1,0
OR,3,40,13,13,37.618485,126.917681,"엘베O, 착한 보증금,월세 대중교통 이용편리 연신내 원룸 월세",1,1,0
OR,3,40,13,13,37.618485,126.917681, 연신내 초역세권 풀옵션 원룸월세,0,1,0
OR,2,40,14,13,37.618485,126.917681,3호선 연신내역 도보 6분 풀옵션 원룸,1,1,0
OR,2,35,14,14,37.599879,126.912717,"부담없는 보증금,월세 착한 관리비 응암역 풀옵션 원룸",0,1,0
OR,B1,29,17,15,37.602316,126.920255,"6호선 역촌역 도보 7분, 풀옵션 원룸",1,1,0
OR,2,32,18,18,37.602316,126.920255,가성비 좋은 응암역 근처 풀옵션 원룸월세 지정주차가능,0,1,0
OR,1,35,16,16,37.612909,126.91097,빌트인 치안걱정NO 구산동 풀옵션 원룸월세,1,0,0
OR,2,40,13,13,37.618485,126.917681,연신내역 도보 5분 저렴한 풀옵션 원룸,1,1,0
OR,B1,32,18,18.18,37.602316,126.920255,주차가능 대로변 근처 위치 저렴한 보증금 월세 응암역 풀옵션 원룸,0,1,0
OR,1,35,16,16,37.612909,126.91097,혼자살기 좋은 깔끔한 빌트인 풀옵션 원룸월세 즉시입주 가능,0,0,1
OR,5,40,18,18,37.595954,126.915868,불광천 바로앞 응암역세권 풀옵션 원룸,0,1,1
OR,B1,30,20,16,37.616742,126.922188,연신내역 도보2분 깔끔한 풀옵션 원룸 즉시입주,0,1,0
OR,B1,32,19,16,37.602316,126.920255,"6호선 역촌역 도보 7분, 풀옵션 원룸",1,1,0
OR,B1,25,24,24,37.620131,126.918788,I로데오I연신내I 연신내 신축급 넓은 원룸,0,1,1
OR,3,30,27,27.83,37.609193,126.925116,즉시입주가 l 넓은 분리형 원룸 l 불광역 역촌역 6분,0,1,0
OR,3,40,11,8.82,37.602714,126.924294,6호선 역촌역 도보 7분 풀옵션 원룸,1,1,0
OR,B1,35,22,20,37.589954,126.911699,새절초역세 전용 넓고 상태 좋은 약간 반지하 풀옵션 원룸,0,1,0
OR,2,37,19,13.5,37.583327,126.892249,수색역 도보5분거리 풀옵션 원룸,1,1,0
OR,1,33,15,15,37.586876,126.913903,불광천 바로 옆  산책하기 좋은  풀옵션 원룸월세 즉시입주 주차가능,1,0,0
OR,1,35,17,17,37.590596,126.9092,새절역 근처 혼자살기 좋은 착한 원룸월세 빠른입주 가능해요,0,1,0
OR,2,35,17,17,37.590596,126.9092,"착한 보증금,월세 단기가능 새절역 도보 가능한 원룸월세",1,1,0
OR,1,35,20,17,37.591,126.912478,새절초역세 매우 저렴하고 상태 좋은 풀옵션 원룸,0,1,0
OR,B1,30,18,18,37.595634,127.0372,"고려대5분, 신축급 풀옵션, 깨끗하고 쾌적한 원룸",1,0,0
OR,1,35,18,18,37.608496,127.056585,돌곶이역 3분거리 풀옵션 원룸,0,1,1
OR,B1,30,18,18.5,37.595634,127.0372,"신축5년 풀옵션, 고대역 도보7분, 대로변 도보1분, 건물에 대출없음",0,0,1
DDDGG,B1,25,53,27,37.598304,127.030409,"마을버스 정류장 1분, 계단3칸아래, 채광좋고 환기잘되는 집",0,0,1
DDDGG,2,30,33,33.06,37.609226,127.034615,4호선 미아사거리역 도보 10분 깨끗한 월세,0,0,1
OR,3,35,26,26.44,37.607045,127.023978,O 싸고넓은원룸8P 길음역5분 냉장고.에어컨.세탁기 마당있는집 즉시입주,0,1,0
OR,1,35,18,18,37.611824,127.012863,서경대 원룸.서경대 인근에 위치한 원룸.풀옵션.서경대 도보5분,0,1,0
OR,B1,40,15,15.5,37.608912,127.005611,"실제1층원룸,풀옵션,국민대 및 정릉시장 부근,빠른입주",1,0,0
OR,2,30,18,18,37.59036,127.009174,역세권 평지 깔끔,1,1,1
OR,3,40,16,16.5,37.592289,127.034384,"고대 1분 고대역 5분, 풀옵션, 깔끔, 건물에 대출없음, 월세조율가능",0,1,0
OR,2,35,22,22,37.593626,127.032362,"신축급 원룸,깨끗,종암중학교 바로 옆 초입",1,0,0
OR,B1,35,19,16.5,37.593626,127.032362,"고대법후 5분, 신축5년차로 깔끔하고 밝은 방, 조용한 곳 위치",0,0,1
OR,3,35,19,14.88,37.604147,127.06047,한예종정문앞 3층 원룸,0,0,1
DDDGG,2,35,40,40,37.662043,127.06714,"전용14, 하시방문, 상계역 5분내,거실넓음,올수리, 보증금월세조정",0,0,0
DDDGG,B1,30,25,25,37.657527,127.069627,방1 특올수리 반전세가능,0,0,0
DDDGG,1,40,20,20.96,37.662043,127.06714,올수리 깔끔하고 조용한 주택가 1층 1.5룸 입니다.,0,0,0
DDDGG,B1,30,64,32.15,37.665332,127.072218,깨끗한3계단반지층투룸보500월30 집앞주차가 융무 상계역7분 노원역도보가,0,0,0
OR,B1,30,16,16,37.624411,127.078134,서울과기대.공릉역10분라라브레드근처즉시입주깔끔한풀옵션,0,0,1
OR,B1,25,16,16,37.62406,127.0802,서울과기대즉시입주가능깔끔하고 가성비 좋은 풀옵션원룸,0,0,1
OR,B1,30,16,16.52,37.622352,127.058252,광운대 도보5분 l 깔끔하고 관리 잘된 예쁜원룸,1,1,0
OR,B1,33,20,17,37.624442,127.07791,"공원옆 신축급 풀옵션원룸, 즉시입주가능, 밝은편입니다.",1,0,0
OR,2,30,13,13,37.616083,127.066604,B E S T 석계역 도보2분 1.5층 착학가격,0,1,1
OR,B1,40,20,20,37.624223,127.077344,분리형 원룸.깊지않은 반지층 입니다.즉시입주가능.,0,0,0
OR,1,25,13,13.22,37.621051,127.060728,가성비 굿 I  정후문 3분 I 가격조정가능 I 편의점1분,0,1,0
OR,B1,23,18,18,37.617312,127.063809,"관리잘 된 깔끔한 풀옵션 원룸, 광운대 도보생활권,인프라 좋음",1,1,0
OR,3,34,16,16.5,37.620989,127.075739,태릉역 더블역세권에 위치 가격 저렴한 원룸 전세,0,1,0
OR,B1,34,18,18,37.622263,127.058371,8월말까지 가능 I 정문4분 I 조용한 주택가  I 마트1분,1,1,0
DDDGG,B1,35,32,32.34,37.62223,127.079727,단독 계단 몇개 내려가는 남향 반지층 올수리 깨끗해요.,0,0,0
OR,B1,30,20,18,37.624411,127.078134,"과기대 인근, 공릉철길 근처, 귀가길 안전한 원룸",1,0,0
OR,1,40,23,16,37.617595,127.058809,광운대정문 인근 가성비 좋은 원룸 즉시입주,1,0,0
OR,1,40,25,22.4,37.619584,127.08033,"태릉입구역3분,방크고 깨끗 분리형 원룸 베란다O 가격저렴",0,1,0
OR,B1,30,20,20,37.624764,127.079034,과기대 가까운 깨끗하고 넓은 풀옵션 원룸,1,0,1
OR,B1,29,20,20,37.624881,127.078407,과기대 가까운 깨끗하고 넓은 풀옵션 원룸,1,0,1
OR,B1,30,20,20,37.624958,127.07699,넓고 깨끗한 풀옵션 원룸,0,1,0
OR,B1,30,20,20,37.62421,127.078135,과기대 가까운 깨끗하고 넓은 풀옵션 원룸,1,0,1
OR,5,40,20,12.36,37.624793,127.074529,공릉역 근처 도시형 생활주택 즉시 입주 가능,0,1,1
OR,B1,35,27,27,37.621546,127.081275,수리 후 깔끔한 지층 넓은 원룸 ,0,1,1
DDDGG,B1,30,25,25.5,37.623135,127.074994,"저럼한보증금및 월세, 분리형원룸",0,1,1
OR,B1,30,16,16,37.62597,127.077881,과기대 철길공원인근 큰길가 깔끔한 풀옵션원룸,1,0,1
OR,B1,29,16,16.52,37.633325,127.058252,월계역에서2분거리.남향이라 조망이 좋아요. 다른 원룸 방보다 큼,1,1,0
OR,2,30,62,15,37.633325,127.058252,풀옵션 2월9일입주 광운대 초역세권역,0,1,1
OR,1,30,62,15,37.633325,127.058252,풀옵션 즉시입주 광운대 초역세권역,0,1,0
OR,5,30,16,16,37.633325,127.058252,풀옵션 즉시입주 상태최상 월계역도보3분,0,1,1
OR,2,40,20,19,37.676197,127.054466,"사진O,역2분,풀옵션,깨끗한큰방,관리비수도포함",0,1,1
OR,2,37,88,24,37.676197,127.054466,"수락산역3분,4월17후하시",1,1,0
OR,3,40,20,18,37.674778,127.053867,"사진O,역3분,전세6천,풀옵션,관리비수도인터넷포함,주차가",0,1,0
OR,B1,30,21,21.09,37.672773,127.055077,사진O 수락산역6분 인터넷수도 관리비포함 풀옵션 빠른입주,0,1,0
DDDGG,B1,30,22,21,37.672773,127.055077,뽀송뽀송반지층 큰방 풀옵션O 빠른입주O 언제든집보기O,0,1,1
VL,3,40,18,14,37.676984,127.05655,수락산역 초 역세권 풀옵션 저렵한 원룸,0,1,0
DDDGG,B1,30,43,42,37.676104,127.053169,수락산역5분  방2  즉시입주  조용한주택가,0,1,1
DDDGG,1,25,40,35,37.62342,127.052815,"주차가, 조용한 주택가, 내부 수리 예정 매물",0,0,1
OR,B1,30,19,17,37.625684,127.092159,"서울여대3분,여성전용,6월 단기가능",0,0,1
OR,B1,30,26,16.5,37.543315,126.840761,5호선 화곡역 도보3분거리 풀옵션 반지층 원룸,1,1,0
OR,2,50,-,23.1,37.555762,126.856514,9호선 증미역 도보 5분거리 저렴하고 넓은 원룸,1,0,0
OR,4,45,25,17,37.558876,126.843024,"호서대학교 학생 추천,5호선 발산역 풀옵션 원룸",0,1,0
OR,2,40,23,18.54,37.543099,126.838338,화곡역 역세권 혼자살기 딱좋은 깔끔한원룸,1,1,0
OR,2,40,14,14.87,37.558876,126.843024,발산역 역세권 최저가 풀옵션 원룸 월세,1,1,0
OR,4,45,20,15,37.558876,126.843024,발산역 초역세권 풀옵션원룸,0,1,0
OR,2,50,15,15,37.538936,126.841788,화곡역 인근 신축급 컨디션 좋은 풀옵션 원룸,1,1,0
OR,1,50,-,22.23,37.547396,126.847002,강서구청인근 1층 풀옵션 넓은 원룸,1,0,0
OPST,13,47,31,20.6,37.548779,126.847497,화곡로대로변 원룸오피스텔 4월중 입주협의 주차1대무료,1,0,1
OR,B1,43,16,16.5,37.533181,126.844566,까치산역 초역세권 신축급 풀옵션 원룸 ,1,1,0
OR,2,50,30,20,37.538776,126.841056,JS 5호선 화곡역 인근 풀옵션 화이트 인테리어 원룸,0,1,0
OR,1,40,30,20,37.532372,126.844169,,0,1,0
OR,2,45,30,20,37.543099,126.838338,JS 5호선 화곡역 역세권 가성비 최강 원룸,0,1,0
OR,2,30,30,17,37.532372,126.844169,,0,1,0
OR,4,45,16,13.2,37.558876,126.843024,호서학생강추즉시입주가능한 발산역 인근 원룸,0,1,0
OR,4,47,20,17,37.558876,126.843024,,0,1,0
OR,2,45,25,17,37.558876,126.843024,,0,1,0
OR,4,45,25,15,37.558876,126.843024,,0,1,0
OR,B1,30,23,18.21,37.543315,126.840761,화곡역 역세권 저렴한 분리형원룸,0,1,0
OR,4,40,16,15.5,37.543226,126.839609,즉시입주가능.도보3분.침대까지 있는 화곡역 풀옵션원룸.보증금조절됩니다.,0,1,0
OR,1,43,19,17.5,37.533181,126.844566,도보2분.신축급컨디션의 깔끔한 풀옵션.서둘러서 확인하세요,0,1,0
VL,2,50,32,28.05,37.536169,126.852155,주차가능 풀옵션 베란다딸린 넓은원룸,1,0,0
DDDGG,2,30,23,23,37.536322,126.848378,즉시입주 주차가능 원룸,0,0,1
OR,B1,30,22,18,37.543315,126.840761,신축급 풀옵션 분리형 화곡역 초역세권,0,1,0
OR,2,40,-,13,37.543099,126.838338,월세 급인하 화곡역 역세권 엘베 있는 풀옵션 원룸 즉시입주 가능,1,1,0
OR,2,48,21,20,37.534127,126.844413,보증금 증감가능 붙박이장 있는 깔끔한 까치산역 풀옵션 원룸,0,1,0
OR,4,45,25,17,37.558876,126.843024,"호서대학교 학생 추천,보증금1천만 월세 40만원도 가능,발산역 원룸",0,1,0
OR,3,45,25,15,37.53335,126.845044,,0,1,0
OR,3,30,25,10,37.53335,126.845044,초역세권 가성비 최고 신축급 풀옵션,0,1,0
OR,3,32,25,10,37.53335,126.845044,초역세권 가성비 최고 신축급 풀옵션,0,1,0
OR,B1,50,30,23.64,37.550355,126.852878,반려동물 주차 가능 화곡역 가양역 강서구청 넓은 원룸 즉시입주,0,0,1
OR,5,50,32,25.5,37.546005,126.848124,엘베 주차 원룸 화곡역 버스 봉제산 도보이용가능,1,0,1
OR,B1,45,22,21,37.552337,126.834533,"우장산역 역세권 5분,풀옵션,넓은원룸,입주청소,상태 아주깨끗,입주협의",1,0,1
OR,4,45,25,15,37.558876,126.843024,1000 40 전기가스 무제한 호서대생 강추 풀옵션,0,1,0
OR,1,35,35,30,37.553834,126.836107,관리비없음 가성비최고 내부깨끗 옵션있음 주차불가,0,0,1
OR,2,35,20,18.15,37.548898,126.849644,강서구청인근 저렴한풀옵션원룸,1,0,0
OR,2,45,30,22,37.552337,126.834533,"풀옵션,넓고깨끗,쾌적하고밝아요,우장산역도보6분,하시",1,0,1
OR,3,43,25,15,37.543226,126.839609,,0,1,0
OR,3,42,25,15,37.543226,126.839609,,0,1,0
OR,B1,38,-,16.52,37.535403,126.846387,"JS도손,초초저렴,역세권원룸",0,1,0
OR,3,47,24,19.84,37.563886,126.808333,,1,1,0
OR,4,40,20,14.88,37.563723,126.807803,도배완료 신축급 깔끔한 풀옵션 선착순 매물,0,1,0
OR,4,32,14,9.9,37.563943,126.807892,초저가주차가능단기가능매물 ,0,1,0
OR,7,43,20,16.5,37.564317,126.808508,깔끔한 공항시장역 도보 3분 원룸 ,0,1,0
OPST,6,47,32,16.91,37.563775,126.8079,금액대비 넓은 풀옵션 9호선 공항시장역 건물,0,1,0
OR,4,32,10,10,37.563775,126.8079,"주차가능,1달,2달 필요개월에 따라 연장가능,깨끗한 원룸,옵션 있음",0,1,0
OPST,5,45,55,28.5,37.57841,126.8125,"전용넓음, 이중창,수리중,3월말이후하시,",0,1,1
OR,4,42,20,17,37.563723,126.807803,,0,1,0
OR,4,40,20,17,37.563723,126.807803,,0,1,0
OR,7,45,21,16.53,37.564317,126.808508,신축급 깔끔한 풀옵션 저렴한 매물,0,1,0
OR,3,32,10,10,37.563943,126.807892,한달 두달가능 주차가능,0,1,0
OR,4,32,10,10,37.563943,126.807892,한달 두달 그 이상도 가능한 단기임대,0,1,0
OR,2,47,164,20.59,37.574976,126.813098,방화역세권 풀옵션 하시입주가 융자무 남향 강추강추,0,1,0
OR,4,42,20,17,37.563723,126.807803,,0,1,0
OR,2,45,94,20,37.572283,126.812436,개화산역9분 방신전통시장1분 분리형 원룸 방1 화1 베란다1,0,0,0
OR,3,45,131,21,37.574417,126.812509,방화역세권 풀옵션 하시입주가 엘베유 관리비에 TV 인터넷포함. 강추강추,1,1,0
OR,4,32,10,10,37.563943,126.807892,한달 두달가능 주차가능,0,1,0
OR,3,45,20,17,37.562562,126.810189,"공항시장 송정역 도보3분,풀옵션,보증금조절가능",0,1,0
OR,4,40,16,15.2,37.563723,126.807803,,0,1,1
OR,4,43,23,16.52,37.564083,126.807771,,0,1,0
OR,3,45,23,19.83,37.562562,126.810189,"5호선,9호선 더블 초역세권 보증금 조정 가능 풀옵션 원룸",0,1,0
OR,4,43,23,14.87,37.564317,126.808508,500 43 가능 공항시장역 풀옵션 원룸 깔끔 그자체,1,1,0
OR,4,43,20,16,37.564083,126.807771,"공항시장역도보4분,풀옵션,즉시입주가능",0,1,0
OR,4,45,20,16,37.564083,126.807771,"공항시장역도보4분,풀옵션,즉시입주가능",0,1,0
OR,4,45,23,14.87,37.564317,126.808508,500 43 가능 공항시장역 풀옵션 원룸 깔끔 그자체,1,1,0
OR,2,50,23,23,37.575348,126.810431,방화역세권 주차가능하고 배란다있는 풀옵션 임차료에 관리비 포함 강추강추,0,1,1
OR,4,45,25,15,37.564083,126.807771,,0,1,0
OR,7,35,25,18,37.563723,126.807803,"500 35, 1000 30 옥탑  풀옵션  최저가 선착순 한분 모셔요",0,1,0
OR,4,43,25,15,37.564083,126.807771,,0,1,0
OPST,7,50,55,28.5,37.57841,126.8125,집상태깨긋함 풀옵션,0,1,1
OR,3,37,18,13.84,37.572184,126.815575,"신방화역6분이내,하시,내부상태양호,관리비3만원",1,0,1
OR,7,35,27,16.5,37.563723,126.807803,공항시장역 도보 5분  깔끔하고 조용한 동네에 위치,0,1,0
DDDGG,B1,30,39,29.75,37.567348,126.811182,"날짜협의,",0,1,1
OR,5,48,25,18,37.562562,126.810189,,0,1,0
OR,8,35,25,17,37.563723,126.807803,"9호선,5호선 이용가능,저렴한 풀옵션",0,1,0
OR,4,40,13,13.88,37.563775,126.8079,"1개월,2개월,3개월 단기조건 및 연장가능한 원룸",0,1,0
OR,4,40,25,15,37.563723,126.807803,신축급 풀옵션 김포공항 바로 앞 공항시장역 2분,0,1,0
DDDGG,B1,30,33,26.44,37.568359,126.813718,"햇빛잘드는반지하,",0,1,1
DDDGG,B1,30,18,15.5,37.566826,126.8071,준신축급 내부깔끔한 풀옵션 원룸 빠른입주가능 가격조정가능,1,0,1
OR,7,35,25,18,37.563723,126.807803,옥탑  풀옵션  최저가 선착순 한분 모셔요,0,1,0
OR,7,45,25,15,37.564317,126.808508,,0,1,0
OR,4,40,25,15,37.563723,126.807803,신축급 풀옵션 김포공항 바로 앞 공항시장역 2분,0,1,0
DDDGG,1,50,18,15.5,37.566826,126.8071,준신축급 내부깔끔한 풀옵션 원룸 하시입주가능 가격조정가능,1,0,0
OR,7,43,25,15,37.564317,126.808508,,0,1,0
OR,2,36,13,13.22,37.563775,126.8079,"1개월,2개월,3개월 단기조건의 깨끗한 9호선 원룸",0,1,0
OR,1,50,25,19.83,37.566468,126.806829,"JS파밀리스,애완동물가능,분리형",0,0,0
VL,4,40,21,16.53,37.563723,126.807803,신축급 깔끔한 풀옵션 9호선 역세권 귀한매물,0,1,0
OR,1,50,23,23,37.575348,126.810431,"방화역역세권,동향,풀옵션,기본관리비무,도배장판완료,하시입주,1층주차장.",0,1,0
OR,3,45,25,25.59,37.568113,126.815753,"신방화역1분,풀옵션,주차가능,입주일협의,조용한주거지역,관리비2만원",1,1,0
OR,8,35,25,17,37.563723,126.807803,바로 입주가능 공항시장역 풀옵션원룸 임대,0,1,1
OR,4,45,25,21,37.563886,126.808333,,0,1,0
OR,3,45,16,16.53,37.562562,126.810189,1.송정초등학교 바로앞 송정역 도보2분 공항시장역 도보1분 안전한 위치,0,1,0
OPST,9,50,55,28.5,37.57841,126.8125,"방화역세권,복층,풀옵션,깔끔,입주협의",1,1,0
OR,4,43,16,16.53,37.564083,126.807771,1.공항시장역 도보3분 역세권 예쁘고 깔끔한 풀옵션 원룸 가성비 좋아요,0,1,0
OR,4,32,20,10,37.563943,126.807892,한달 가능 두달 가능 초저렴 김포공항 단기 선착순,1,1,0
OR,2,45,21,17,37.558144,126.812442,"송정역 역세권.풀옵션 원룸.주차,4월 중순입주가능.",1,1,0
OR,2,45,19,16.5,37.558144,126.812442,신축급 풀옵션 정말깔끔한 주차가능한방,0,1,0
OR,4,35,20,14.92,37.557684,126.815442,송정역.저렴한 풀옵션 원룸.즉시 입주가능.,1,0,0
OR,1,33,25,15,37.559099,126.80854,단기 가능 풀옵션원룸 초저렴 가성비 탑,0,1,0
OR,2,50,25,18,37.559754,126.809107,,0,1,0
OR,3,35,25,20,37.559439,126.812183,송정역 역세권.도배새로한 저렴한 풀옵션 원룸.즉시입주가능.,0,1,0
OR,1,37,25,15,37.56009,126.809195,"1000 32, 500 37, TV제공 신축급풀옵션",0,1,0
OR,1,30,25,15,37.559099,126.80854,단기 가능 풀옵션원룸 초저렴 가성비 탑,0,1,0
OR,1,37,20,15,37.56009,126.809195,,0,1,0
OR,2,37,16,15.5,37.56009,126.809195,송정역 최고의 가성비원룸.즉시입주 가능한 풀옵션입니다.,0,1,0
OR,2,35,17,14.15,37.557994,126.814918,주차가능 빠른입주까지,1,0,1
OR,6,45,35,25,37.560419,126.808555,마당있는 넓은 옥탑입니다,0,0,0
OR,1,30,18,13.5,37.558257,126.813144,분리형 즉시입주 신축급 풀옵션,0,1,0
OR,1,45,25,15,37.5565,126.811396,신축급 풀옵션 조용한 주거지역 단기가능,0,0,0
OR,2,45,20,15,37.556794,126.811206,단기가능 신축급 풀옵션 선착순,1,0,1
OR,5,45,25,20,37.560419,126.808555,송정역 5분 마당 있어 운동 빨래 가능한 옥탑 원룸,0,0,0
OR,3,43,25,15,37.559099,126.80854,,0,1,0
OR,3,40,25,15,37.559099,126.80854,,0,1,0
OR,2,40,16,16.53,37.559175,126.80888,1.송정역 풀옵션 원룸 가성비 아주 좋아요,0,1,0
OR,2,40,16,16.53,37.559175,126.80888,1.송정역 풀옵션 원룸 가성비 아주 좋아요,0,1,0
OR,5,50,21,13.12,37.55567,126.815955,강서농산물시장 출퇴근 하시는 분 조용하고 아늑한 세련된 풀옵션 원룸,1,0,0
DDDGG,B1,35,36,36,37.530191,126.857631,낮은계단 반지층 투룸 공실,0,0,1
DDDGG,2,40,45,35,37.530588,126.860085,다가구주택 지상층 투룸 입니다.,1,0,1
DDDGG,B1,20,30,30,37.530777,126.858888,낮은계단 반지층 방1개 주택가,0,0,1
OR,4,44,25,21,37.530376,126.863342,"목동역도보,풀옵션원룸",1,0,1
OR,6,35,-,15,37.563794,126.851554,가양역 역세권 초저렴 잠만 주무시는 분들께 최적,1,1,0
OR,B1,25,29,19.83,37.663888,127.041281,풀옵션 관리비저렴 역세권 방학역 도보5분 버스전용차선 교통편리,0,0,1
DDDGG,1,30,27,27,37.667057,127.032467,"에어컨 있음, 가스랜지 있음, 즉시 입주 가능, 교통편리, 상태 깨끗",0,0,1
OR,5,29,18,16,37.662904,127.033883,"풀옵션, 분리형원룸, 빠른입주 가능, 엘베 유, 애완견안됨,",0,0,1
VL,B1,30,39,35.7,37.666296,127.032622,"반지하 방2 화1 주방, 도배,장판교체, 옵션",1,0,1
OR,B1,30,22,19,37.651548,127.026538,성원 분리형원룸 보증금조절가 전세가,0,0,0
DDDGG,B1,30,-,39,37.655622,127.016543,,1,1,0
OR,B1,27,34,23.14,37.688724,127.044082,신축급 풀옵션 시설깨끗 역세권 1 7호선도봉산역 도보4분 주차가능 즉입가,0,1,1
OR,B1,27,34,23.14,37.688724,127.044082,신축급 풀옵션 시설깨끗 역세권 1 7호선도봉산역 도보4분 주차가능 즉입가,0,1,0
OR,B1,27,20,17,37.68862,127.041843,하시이사 풀옵션 역세권 보증금 조정가능합니다,0,1,0
VL,B1,30,32,29.83,37.647145,127.015733,올수리 4.19역 도보3분 방2 테라스 잘빠진 구조 알토란 빌라,0,0,0
OR,B1,30,26,26.44,37.637054,127.016841,화계역도보 입지조건 좋은 귀한 풀옵션 원룸 저렴한 반지층월세,1,1,1
OR,B1,28,24,15,37.641622,127.0275,성원 역5분 즉시입주가 보증금조절 깔끔,0,1,0
OR,B1,30,16,16.5,37.639406,127.029864,수유역인근 풀옵션 원룸,0,1,1
OR,B1,28,19,19,37.616096,127.033089,미아사거리역세권도보6분거리  풀옵션 융자없는집 살짝 반지하임 밝은집,0,1,0
DDDGG,B1,29,13,13.42,37.613831,127.037474,"오픈형 원룸｜에어컨, 냉장고, 세탁기, 인덕션｜빠른 입주 가능",1,0,1
OR,B1,28,19,19,37.616527,127.028155,급월세 즉시입주 가능한 가성비좋은 미사역 5분거리 반지하이지만밝은집,0,1,0
OR,B1,28,18,18,37.616096,127.033089,가격내립니다 큰방 창문넓은집이며 살짝반지하 입니다,0,1,0
OR,B1,30,18,14.88,37.624631,127.024153,,0,1,0
VL,3,30,16,16.53,37.621886,127.023095,미아역 도보5분 옥탑방 원룸,0,1,0
OR,1,30,23,19.9,37.458377,126.901728,빌라형 신축  풀옵션 원룸 즉시입주,1,0,0
DDDGG,1,30,19,19,37.458377,126.901728,빌라형   풀옵션원룸  즉시입주,1,0,0
OR,2,29,18,16.5,37.472158,126.892652,2층 풀옵션 원룸,1,0,1
DDDGG,B1,30,33,33,37.592122,127.08838,면목역 거실 넓고 공간 넓은 1.5룸 베란다도 있어요,0,1,1
DDDGG,B1,30,38,38,37.575156,127.085981,가격저렴 내부 깨끗하고 하시입주가능,0,1,1
DDDGG,5,22,33,33,37.586073,127.083047,에어컨협의 옥탑층,0,0,1
DDDGG,B1,25,23,23,37.57325,127.082557,가격저렴 올수리 하시입주가능,0,0,1
OR,B1,30,23,16.5,37.58584,127.088795,면목역 초저렴. 교통편리한 풀옵션 원룸.,0,1,0
DDDGG,B1,30,38,38,37.57325,127.082557,올수리 가격저렴 하시 입주가능,0,0,1
OR,B1,27,19,16.52,37.608499,127.077478,"먹골역2분, 깔끔한 풀옵션  원룸,주차x ,애완x, 가성비최고",0,1,0
OR,4,40,19,16,37.481065,126.898379,저렴한금액으로 구디역 거주하기 딱좋은 원룸이에요 ,0,0,1
OR,6,40,21,15,37.48039,126.897292,구디역 혼자살기 너무좋은위치 원룸이에요,1,0,0
OR,3,40,23,20,37.482056,126.899173,구디역 넓은방 2호선 도보6분 큰대로변 가성비 원룸,0,0,1
OR,2,35,26,23.14,37.481022,126.897871,깔끔하고 넓은 방O월세 저렴한 방O보증금 조절 가능O2호선 도보 8분,0,0,1
OR,3,40,26,23.14,37.482056,126.899173,넓고 큰방 O 2호선 도보 5분 O 편의점 30초 O 주차가능,0,0,1
OR,2,40,26,23.14,37.479877,126.897557,넓고 큰방 O 2호선 도보 10분 O 주차가능O 편의점 30초 O,0,0,1
OR,4,35,26,23.14,37.480512,126.896322,오픈형 넓은 방 O보증금 조절가능 O회사단지 앞 O구디역 2호선 10분,0,0,1
OR,5,40,26,23.36,37.48201,126.900138,2호선 도보 5분 O넓고 큰방 찾으시는 분 O수납공간 많은 풀옵션,0,1,0
OR,5,40,26,23.14,37.482056,126.899173,넓고 큰방 O구디 도보 6분 O편의점 20초 O채광 좋은 방 O주차가능,0,0,1
OR,1,40,26,23.16,37.479975,126.8964,넓고 큰방 O 넓은 책상 O 2호선 도보 9분 O 편의점 10초 O주차,0,0,1
OR,1,40,26,23.14,37.48201,126.900138,역세권 넓고 큰방 찾으시는 분 O 보증금 업 월세 다운 가능한 방입니당,0,1,0
OR,5,40,23,20,37.483575,126.900685,구디단지 2호선 도보5분 넓고 채광좋은 분리형원룸,0,1,0
VL,3,35,20,15,37.480985,126.896997,구로디지털단지역 도보 10분 원룸입니다.,0,0,1
OR,5,40,26,23.15,37.481798,126.899774,넓고 큰방 O 2호선 도보 5분 O대출 없어요 O 보증금 조절 가능,0,1,0
OR,3,40,23,21,37.48201,126.900138,"넓고,큰방 구디역 2호선 역세권 분리형원룸",0,1,0
